아아, 58, 193
자마, 70, 174
차차, 53, 157
차나, 98, 195
파바, 58, 179
파바, 93, 171
가파, 89, 151
라라, 52, 167
카가, 51, 151
사가, 42, 152
아바, 63, 192
파카, 61, 196
아하, 52, 174
가아, 92, 195
사가, 64, 155
타타, 40, 170
바아, 44, 154
다자, 76, 163
카바, 83, 145
사하, 47, 158
다마, 78, 176
파라, 46, 144
가다, 79, 164
라라, 69, 153
나마, 89, 148
라아, 65, 148
마나, 48, 155
자자, 70, 150
파가, 88, 140
차나, 87, 163
카하, 44, 158
자카, 49, 157
아카, 93, 196
아하, 99, 185
가하, 98, 160
차카, 65, 194
아다, 77, 177
라가, 78, 159
마카, 40, 163
파라, 77, 186
파라, 90, 174
카타, 49, 192
자아, 58, 196
아라, 97, 184
다마, 90, 181
자하, 93, 150
카파, 73, 179
자차, 54, 197
아파, 93, 185
하가, 71, 193
자파, 99, 140
다타, 67, 160
하타, 50, 146
자라, 96, 148
나라, 96, 180
카자, 96, 187
사사, 58, 155
파바, 97, 144
라사, 59, 159
타사, 70, 172
가타, 90, 188
타바, 75, 174
하사, 66, 183
나사, 67, 196
마하, 96, 155
가나, 70, 147
가바, 93, 189
가파, 64, 189
파파, 73, 151
타타, 58, 190
라하, 65, 146
하하, 80, 189
자나, 74, 145
자사, 70, 176
라파, 77, 176
사카, 68, 173
자하, 66, 197
타나, 40, 192
바카, 94, 161
사아, 80, 170
라다, 92, 186
가하, 41, 162
자바, 77, 158
라가, 89, 162
타파, 47, 180
아마, 86, 168
타카, 93, 148
가가, 57, 169
아나, 97, 147
다나, 73, 143
마타, 94, 197
카바, 87, 171
카아, 66, 149
마자, 79, 147
사마, 82, 183
가다, 41, 197
타파, 80, 143
다나, 80, 196
사파, 75, 179
타라, 68, 155
다파, 99, 167
라아, 97, 157
나자, 81, 195
카마, 55, 142
라다, 58, 155
카파, 57, 174
마바, 49, 171
하라, 74, 148
자파, 75, 166
나나, 61, 197
라아, 77, 179
하하, 62, 160
차타, 84, 150
마나, 63, 159
차마, 84, 190
아다, 58, 152
아파, 73, 179
나파, 57, 191
라마, 64, 177
차타, 47, 181
사하, 82, 159
하사, 65, 171
자아, 41, 185
마카, 92, 154
사자, 75, 148
하가, 56, 152
타타, 42, 165
마마, 59, 186
나사, 69, 167
차가, 76, 199
파하, 89, 192
카나, 88, 179
사차, 89, 145
파타, 49, 198
아자, 81, 188
파가, 48, 165
타아, 71, 140
하하, 48, 165
카차, 52, 178
아가, 53, 155
파차, 53, 182
카카, 96, 182
사마, 64, 186
가바, 49, 148
가파, 97, 142
나바, 62, 153
자사, 80, 141
가다, 71, 189
파아, 58, 194
카아, 76, 177
하카, 44, 189
타자, 58, 172
마하, 80, 168
가하, 51, 181
아사, 57, 166
사아, 92, 178
타카, 54, 163
아파, 99, 183
바아, 66, 143
라마, 93, 176
바다, 62, 183
다타, 93, 186
가하, 42, 140
아차, 98, 148
사타, 42, 195
자자, 88, 164
나다, 97, 142
타마, 85, 177
사바, 85, 159
차카, 68, 156
아파, 54, 192
마차, 82, 176
자바, 60, 190
파파, 68, 176
아바, 77, 185
라바, 83, 171
파다, 75, 190
나하, 63, 152
차마, 97, 149
라카, 85, 143
가마, 45, 191
나카, 62, 146
마하, 89, 167
파가, 81, 147
파다, 75, 195
자차, 97, 152
차타, 83, 178
타나, 47, 144
나자, 65, 186
다가, 83, 141
다나, 63, 171
사자, 89, 144
하차, 71, 187
마바, 61, 171
아나, 58, 158
타마, 54, 186
차사, 62, 161
타파, 87, 173
자가, 58, 161
파하, 46, 157
아마, 76, 188
파마, 44, 154
카파, 95, 156
파파, 48, 189
라가, 85, 169
차타, 85, 175
파바, 45, 180
사다, 79, 158
타파, 86, 168
마카, 87, 170
차사, 75, 143
카라, 81, 196
사차, 76, 193
차다, 41, 160
자마, 57, 141
라하, 55, 171
다하, 53, 196
타타, 87, 152
사카, 50, 142
다차, 70, 150
차하, 61, 153
카하, 72, 180
자사, 55, 169
카자, 79, 147
바차, 80, 141
차다, 78, 178
타하, 47, 176
아다, 53, 195
가파, 96, 157
카라, 40, 148
마다, 69, 167
가가, 67, 163
타마, 88, 168
카다, 69, 159
아카, 74, 181
다자, 58, 154
차가, 61, 162
사카, 95, 167
사파, 40, 198
나바, 78, 142
라다, 79, 196
차다, 41, 144
카사, 59, 140
나바, 65, 167
타다, 56, 171
사마, 55, 193
타카, 42, 154
아사, 44, 146
타아, 56, 153
파자, 48, 176
라아, 71, 199
카자, 74, 162
카하, 91, 155
카타, 84, 193
마타, 68, 181
파차, 54, 142
하카, 85, 162
바마, 61, 183
바카, 50, 186
라하, 76, 140
차바, 87, 172
마가, 96, 165
자다, 96, 158
바마, 51, 195
파파, 81, 192
가바, 41, 178
바자, 87, 157
하자, 74, 174
마가, 63, 163
차나, 99, 186
사나, 43, 155
아바, 52, 160
바카, 86, 165
사라, 52, 151
자가, 92, 160
마마, 79, 177
아차, 95, 183
차카, 53, 167
마가, 71, 179
타가, 52, 161
하차, 73, 162
하마, 49, 180
파차, 66, 144
하다, 60, 151
바나, 83, 159
마마, 46, 188
카차, 46, 164
가다, 90, 167
타사, 88, 176
다아, 98, 177
아자, 72, 199
사카, 87, 158
바타, 83, 181
라카, 90, 179
사차, 93, 180
라카, 77, 149
하라, 71, 198
타다, 96, 151
라사, 84, 153
가라, 96, 191
하사, 77, 141
아카, 41, 141
카마, 79, 194
아라, 72, 146
라차, 44, 169
나타, 72, 188
바가, 51, 175
아자, 42, 193
차사, 66, 172
아바, 95, 158
가카, 72, 191
마바, 64, 174
바파, 67, 154
나바, 78, 158
라마, 80, 171
바아, 74, 198
다바, 87, 161
가아, 45, 185
카가, 51, 152
나가, 80, 166
나자, 46, 163
사나, 53, 182
타차, 93, 142
가아, 43, 167
바바, 83, 165
라아, 56, 188
하마, 75, 141
하라, 92, 185
라마, 83, 167
다바, 94, 167
가사, 43, 140
사바, 84, 194
파다, 79, 175
차다, 50, 187
하차, 91, 182
차아, 89, 188
타파, 50, 172
차사, 47, 154
마나, 56, 195
파차, 94, 159
카바, 60, 180
마나, 54, 179
가하, 98, 150
자아, 91, 181
타차, 64, 187
하파, 72, 176
파라, 47, 180
가자, 51, 153
타바, 77, 162
가타, 57, 143
자파, 87, 140
아차, 48, 156
타카, 40, 171
가사, 98, 148
타타, 98, 168
카가, 62, 156
파바, 86, 189
자아, 91, 184
파나, 98, 168
하다, 65, 169
사파, 97, 149
차나, 78, 193
가나, 46, 173
자바, 62, 198
라나, 40, 199
하다, 65, 145
자다, 87, 178
사다, 82, 143
가바, 73, 174
마하, 78, 146
파사, 93, 149
자바, 47, 155
파하, 88, 165
차가, 58, 174
아사, 42, 162
파차, 84, 159
라카, 91, 140
차아, 49, 188
아타, 76, 198
카하, 91, 145
카카, 82, 179
라나, 67, 167
차카, 42, 189
다자, 77, 169
다타, 87, 143
파마, 94, 183
하아, 58, 149
바아, 93, 174
타파, 49, 181
가차, 81, 196
다파, 98, 152
나카, 67, 165
다차, 43, 169
자가, 86, 188
마라, 69, 183
타카, 69, 148
마아, 93, 193
자카, 69, 173
마사, 75, 170
자차, 85, 147
사하, 40, 161
다하, 92, 167
다가, 78, 193
사카, 52, 184
라가, 78, 176
타나, 52, 157
나나, 59, 171
타카, 96, 166
하차, 59, 177
카마, 67, 159
가카, 87, 179
차나, 94, 172
사카, 63, 176
사가, 52, 189
나카, 69, 146
아자, 44, 173
나가, 95, 142
타가, 84, 145
차바, 93, 140
타다, 66, 142
차마, 60, 162
하카, 95, 187
파파, 52, 196
라차, 71, 191
하타, 43, 167
나가, 81, 149
사나, 67, 187
가바, 45, 191
가마, 86, 187
라가, 99, 178
하하, 51, 178
파라, 60, 154
마바, 99, 171
차파, 51, 185
사차, 56, 198
아다, 96, 160
하차, 95, 160
가파, 49, 180
아아, 86, 189
자파, 97, 182
마아, 67, 166
바마, 99, 164
카나, 62, 182
아하, 73, 148
가사, 72, 197
가카, 54, 194
자하, 62, 155
아파, 68, 195
하타, 60, 179
파바, 83, 196
차다, 75, 199
바라, 59, 181
사타, 65, 181
다카, 56, 166
파가, 52, 183
자타, 75, 174
다라, 46, 174
하차, 97, 155
타파, 49, 157
타마, 52, 140
타나, 41, 165
다다, 60, 177
라자, 67, 197
다가, 62, 155
하나, 48, 140
가차, 84, 141
카나, 45, 181
하나, 78, 171
나나, 83, 163
바아, 69, 182
카라, 74, 160
자카, 98, 185
아차, 54, 179
자나, 97, 187
자타, 64, 182
파파, 90, 161
자차, 72, 164
다나, 40, 159
카아, 59, 162
다하, 88, 165
아라, 40, 178
아차, 45, 190
자차, 41, 183
카카, 43, 163
타하, 79, 142
타라, 63, 184
아가, 90, 173
다사, 61, 194
마라, 49, 144
바카, 89, 146
사타, 41, 178
마타, 70, 186
라차, 46, 155
나나, 53, 159
파나, 97, 172
마카, 91, 191
하바, 67, 194
다다, 99, 199
다라, 79, 162
다타, 40, 175
하차, 90, 146
마라, 59, 167
차타, 64, 196
라바, 85, 175
자파, 82, 142
나가, 65, 148
라자, 72, 196
타다, 59, 166
마다, 79, 177
가자, 78, 145
사파, 67, 145
차바, 48, 182
라아, 58, 152
라차, 51, 180
마타, 61, 153
타라, 83, 168
다가, 51, 140
아자, 43, 186
나사, 85, 141
나자, 89, 141
나타, 90, 156
아자, 60, 190
파아, 67, 190
하아, 84, 161
하라, 87, 165
다파, 48, 193
파하, 68, 193
아바, 66, 193
라파, 60, 193
라바, 80, 178
다사, 96, 172
바카, 57, 162
바라, 60, 166
사자, 50, 176
나바, 74, 197
하사, 83, 140
다하, 75, 198
바아, 74, 140
차바, 48, 163
나하, 42, 174
라라, 69, 188
아카, 47, 187
마하, 41, 190
자타, 92, 193
하다, 85, 169
파차, 91, 192
마하, 68, 194
하차, 77, 187
카바, 77, 178
가아, 86, 184
카아, 99, 186
자다, 54, 161
가하, 66, 176
타라, 81, 155
나바, 83, 161
사차, 87, 142
아자, 73, 163
카바, 87, 198
라나, 59, 163
라마, 89, 195
라하, 59, 148
마마, 76, 159
라사, 83, 173
나사, 82, 181
다나, 65, 156
다나, 81, 194
하라, 70, 168
나바, 57, 178
타카, 46, 183
타카, 60, 179
가파, 76, 146
사아, 90, 190
파차, 68, 159
사하, 90, 169
라가, 90, 145
라하, 86, 192
가가, 70, 190
사사, 59, 174
하타, 79, 164
나아, 85, 176
자가, 50, 164
파다, 60, 196
타나, 59, 169
차아, 92, 164
차다, 76, 156
나하, 73, 194
자하, 52, 195
가바, 72, 177
나나, 78, 169
파자, 54, 195
자파, 95, 141
사자, 63, 153
라가, 85, 193
파차, 69, 168
바가, 73, 147
카파, 66, 185
파가, 42, 197
라타, 90, 177
하사, 46, 195
나마, 55, 199
아가, 42, 152
마하, 62, 141
